고객번호,물품대분류,두번째구매까지기간
201901090756220,생리대,0
201901090756226,1단계,90
201901090756248,2단계,1
201901090756254,2단계,48
201901090756255,수유용품,8
201901090756256,수유용품,214
201901090756280,수유용품,200
201901090756288,이벤트,14
201901090756292,생리대,276
201901090756303,1단계,13
201901090756318,수유용품,0
201901090756319,수유용품,9
201901090756333,1단계,212
201901090756339,2단계,13
201901090756340,수유용품,0
201901090756341,2단계,1
201901090756354,수유용품,268
201901090756366,이벤트,9
201901090756374,3단계,32
201901090756379,2단계,2
201901090756383,수유용품,31
201901090756384,5단계,10
201901090756385,청결용품,35
201901090756386,3단계,149
201901090756395,수유용품,142
201901090756398,1단계,61
201901090756401,3단계,121
201901090756407,티슈,56
201901090756408,주방용품,6
201901090756415,2단계,34
201901090756426,수유용품,18
201901090756433,이벤트,126
201901090756435,수유용품,58
201901090756436,이벤트,70
201901090756441,2단계,104
201901090756445,티슈,24
201901090756447,이벤트,0
201901090756450,수유용품,0
201901090756457,2단계,13
201901090756459,주방용품,336
201901090756460,티슈,29
201901090756461,티슈,18
201901090756463,이벤트,22
201901090756473,3단계,196
201901090756476,2단계,42
201901090756485,2단계,41
201901090756518,2단계,104
201901090756524,이벤트,191
201901090756527,4단계,0
201901090756528,수유용품,0
201901090756535,어른_생활용품,71
201901090756540,수유용품,0
201901090756567,2단계,0
201901090756573,1단계,82
201901090756586,생리대,19
201901090756590,이벤트,19
201901090756591,이벤트,7
201901090756597,이벤트,112
201901090756598,청결용품,26
201901090756604,수유용품,83
201901090756608,주방용품,56
201901090756619,이벤트,6
201901090756627,티슈,0
201901090756632,2단계,98
201901090756641,2단계,51
201901090756647,3단계,0
201901090756652,화장품,111
201901090756653,수유용품,8
201901090756668,4단계,26
201901090756675,5단계,66
201901090756676,수유용품,23
201901090756682,생리대,0
201901090756685,2단계,14
201901090756687,3단계,0
201901090756689,1단계,50
201901090756699,이벤트,0
201901100756715,수유용품,0
201901100756717,2단계,27
201901100756726,수유용품,0
201901100756737,이벤트,122
201901100756740,6단계,35
201901100756746,4단계,63
201901100756758,주방용품,9
201901100756759,2단계,92
201901100756760,이벤트,0
201901100756761,티슈,2
201901100756762,주방용품,200
201901100756768,2단계,34
201901100756776,수유용품,0
201901100756786,아이_생활용품,32
201901100756789,수유용품,393
201901100756793,이벤트,0
201901100756799,수유용품,0
201901100756801,생리대,0
201901100756805,7단계,61
201901100756815,2단계,28
201901100756832,2단계,101
201901100756841,주방용품,33
201901100756845,수유용품,27
201901100756848,수유용품,0
201901100756853,수유용품,0
201901100756854,주방용품,54
201901100756872,생리대,0
201901100756883,2단계,49
201901100756887,아이_생활용품,0
201901100756890,어른_생활용품,86
201901100756891,이벤트,64
201901100756892,생리대,24
201901100756902,아이_생활용품,0
201901100756909,티슈,127
201901100756916,2단계,59
201901100756927,이벤트,0
201901100756929,생리대,0
201901100756932,청결용품,0
201901100756939,이벤트,253
201901100756941,2단계,10
201901100756952,2단계,0
201901100756957,2단계,0
201901100756962,수유용품,135
201901100756963,5단계,0
201901100756967,2단계,1
201901100756975,청결용품,32
201901100756979,수유용품,76
201901100756980,화장품,422
201901100756984,이벤트,100
201901100756988,이벤트,38
201901100756994,수유용품,3
201901100757000,2단계,0
201901100757004,주방용품,176
201901100757007,화장품,54
201901100757010,1단계,187
201901100757011,6단계,57
201901100757016,3단계,10
201901100757024,이벤트,236
201901100757039,이벤트,0
201901100757047,5단계,244
201901100757052,아이_생활용품,20
201901100757054,아이_생활용품,124
201901100757056,수유용품,30
201901100757063,2단계,49
201901100757071,어른_생활용품,40
201901100757073,이벤트,0
201901100757079,3단계,25
201901100757081,생리대,0
201901100757090,수유용품,40
201901100757097,어른_생활용품,0
201901100757110,생리대,1
201901100757118,수유용품,198
201901100757138,수유용품,0
201901100757139,3단계,281
201901100757141,수유용품,0
201901100757143,아이_생활용품,263
201901100757157,수유용품,188
201901100757159,마스크,22
201901100757161,2단계,0
201901100757168,화장품,72
201901100757171,생리대,0
201901100757172,수유용품,19
201901100757179,수유용품,20
201901100757181,티슈,0
201901100757184,주방용품,0
201901100757188,3단계,90
201901100757192,마스크,128
201901100757195,2단계,57
201901100757198,마스크,20
201901100757200,2단계,52
201901100757203,2단계,9
201901100757204,2단계,57
201901100757220,5단계,13
201901100757221,이벤트,40
201901100757229,2단계,67
201901100757231,이벤트,14
201901100757233,청결용품,172
201901100757244,주방용품,36
201901100757245,2단계,37
201901100757246,1단계,78
201901100757251,화장품,29
201901100757257,2단계,0
201901100757264,티슈,31
201901100757269,이벤트,0
201901100757274,티슈,75
201901100757287,4단계,19
201901100757292,이벤트,0
201901100757295,1단계,70
201901100757296,2단계,148
201901100757305,화장품,1
201901100757311,수유용품,12
201901100757314,3단계,23
201901100757326,수유용품,0
201901100757332,2단계,61
201901100757334,청결용품,30
201901100757340,이벤트,42
201901100757341,이벤트,84
201901100757349,생리대,0
201901100757354,이벤트,23
201901100757355,3단계,36
201901100757356,수유용품,91
201901100757362,수유용품,34
201901100757363,어른_생활용품,147
201901100757377,1단계,31
201901100757378,6단계,0
201901100757379,2단계,258
201901100757395,수유용품,83
201901100757398,주방용품,0
201901100757399,2단계,262
201901100757400,장난감,19
201901100757401,티슈,28
201901100757404,이벤트,0
201901100757405,1단계,0
201901100757408,생리대,35
201901100757409,이벤트,0
201901100757418,청결용품,0
201901100757442,청결용품,34
201901110757428,5단계,0
201901110757433,생리대,32
201901110757435,수유용품,79
201901110757438,주방용품,0
201901110757471,4단계,7
201901110757481,2단계,0
201901110757482,티슈,17
201901110757484,아이_생활용품,0
201901110757487,3단계,47
201901110757488,1단계,44
201901110757491,2단계,33
201901110757492,티슈,114
201901110757493,아이_생활용품,185
201901110757499,4단계,27
201901110757508,수유용품,69
201901110757519,장난감,0
201901110757524,이벤트,0
201901110757525,티슈,38
201901110757527,2단계,20
201901110757530,아이_생활용품,40
201901110757541,아이_생활용품,0
201901110757548,수유용품,3
201901110757553,이벤트,0
201901110757556,생리대,20
201901110757558,이벤트,27
201901110757563,마스크,9
201901110757565,5단계,257
201901110757567,어른_생활용품,18
201901110757575,수유용품,129
201901110757595,3단계,8
201901110757597,수유용품,35
201901110757600,2단계,0
201901110757611,청결용품,0
201901110757612,주방용품,0
201901110757618,2단계,21
201901110757628,생리대,132
201901110757644,이벤트,80
201901110757678,2단계,17
201901110757682,수유용품,60
201901110757689,수유용품,0
201901110757691,3단계,92
201901110757699,1단계,0
201901110757700,수유용품,0
201901110757706,2단계,0
201901110757713,1단계,5
201901110757714,주방용품,23
201901110757720,청결용품,0
201901110757729,수유용품,117
201901110757734,이벤트,0
201901110757738,수유용품,12
201901110757743,이벤트,21
201901110757745,수유용품,0
201901110757747,1단계,24
201901110757753,생리대,149
201901110757758,2단계,197
201901110757760,3단계,9
201901110757762,3단계,27
201901110757766,5단계,204
201901110757769,이벤트,0
201901110757783,수유용품,0
201901110757787,이벤트,0
201901110757802,음식,0
201901110757814,이벤트,0
201901110757820,수유용품,2
201901110757831,티슈,224
201901110757833,2단계,19
201901110757838,2단계,94
201901110757842,수유용품,126
201901110757861,티슈,131
201901110757863,3단계,123
201901110757868,수유용품,7
201901110757888,2단계,22
201901110757894,이벤트,1
201901110757898,수유용품,0
201901110757899,이벤트,0
201901110757907,티슈,38
201901110757908,이벤트,415
201901110757914,티슈,117
201901110757915,수유용품,0
201901110757919,2단계,88
201901110757925,1단계,0
201901110757927,3단계,182
201901110757929,수유용품,132
201901110757936,2단계,32
201901110757950,이벤트,17
201901110757953,생리대,0
201901110757954,2단계,68
201901110757958,수유용품,45
201901110757968,티슈,105
201901110757978,2단계,29
201901110757996,이벤트,3
201901110757998,수유용품,4
201901110758015,이벤트,17
201901110758017,1단계,217
201901110758018,3단계,50
201901110758023,수유용품,38
201901110758024,이벤트,86
201901110758029,티슈,29
201901110758032,5단계,161
201901110758033,3단계,0
201901110758037,이벤트,18
201901110758043,2단계,15
201901120758051,아이_생활용품,82
201901120758055,2단계,64
201901120758056,이벤트,0
201901120758066,마스크,18
201901120758067,수유용품,0
201901120758070,3단계,0
201901120758082,수유용품,91
201901120758087,1단계,39
201901120758095,2단계,0
201901120758096,2단계,15
201901120758112,생리대,31
201901120758115,이벤트,56
201901120758138,주방용품,0
201901120758142,수유용품,157
201901120758154,이벤트,0
201901120758157,2단계,44
201901120758159,이벤트,86
201901120758184,어른_생활용품,42
201901120758187,어른_생활용품,0
201901120758193,수유용품,0
201901120758200,아이_생활용품,72
201901120758202,수유용품,21
201901120758204,5단계,271
201901120758230,3단계,53
201901120758232,이벤트,51
201901120758259,수유용품,21
201901120758260,이벤트,20
201901120758274,수유용품,47
201901120758279,티슈,86
201901120758283,2단계,55
201901120758285,아이_생활용품,198
201901120758298,2단계,71
201901120758303,4단계,0
201901120758320,3단계,49
201901120758322,수유용품,41
201901120758324,수유용품,15
201901120758326,3단계,23
201901120758336,이벤트,36
201901120758350,생리대,13
201901120758364,이벤트,237
201901120758379,1단계,136
201901120758380,티슈,0
201901120758407,2단계,54
201901120758409,이벤트,392
201901120758411,아이_생활용품,3
201901120758419,티슈,31
201901120758423,수유용품,9
201901120758426,이벤트,137
201901120758437,3단계,0
201901120758438,아이_생활용품,0
201901120758442,4단계,6
201901120758447,이벤트,84
201901120758450,티슈,139
201901120758455,생리대,46
201901120758463,2단계,1
201901120758469,화장품,44
201901120758474,수유용품,57
201901120758475,수유용품,5
201901120758490,수유용품,77
201901120758491,이벤트,48
201901120758496,1단계,66
201901120758502,수유용품,20
201901120758511,수유용품,52
201901120758519,3단계,0
201901120758524,수유용품,271
201901120758525,마스크,216
201901120758531,생리대,340
201901120758534,2단계,22
201901120758539,2단계,30
201901120758545,1단계,5
201901120758551,3단계,109
201901120758556,수유용품,42
201901120758558,마스크,0
201901120758567,3단계,51
201901120758569,4단계,277
201901120758579,이벤트,13
201901130758574,2단계,93
201901130758576,생리대,188
201901130758585,이벤트,0
201901130758589,4단계,34
201901130758592,2단계,140
201901130758595,청결용품,55
201901130758597,3단계,25
201901130758621,수유용품,135
201901130758631,마스크,75
201901130758645,수유용품,146
201901130758651,이벤트,59
201901130758654,수유용품,44
201901130758686,수유용품,30
201901130758695,아이_생활용품,0
201901130758698,이벤트,0
201901130758705,4단계,178
201901130758714,티슈,85
201901130758720,1단계,173
201901130758723,이벤트,20
201901130758732,아이_생활용품,212
201901130758743,이벤트,12
201901130758754,5단계,45
201901130758755,수유용품,46
201901130758785,이벤트,0
201901130758792,수유용품,193
201901130758795,화장품,292
201901130758800,생리대,26
201901130758807,수유용품,8
201901130758808,3단계,109
201901130758816,아이_생활용품,0
201901130758819,마스크,0
201901130758822,이벤트,3
201901130758829,5단계,28
201901130758832,2단계,28
201901130758833,수유용품,129
201901130758838,2단계,3
201901130758851,주방용품,403
201901130758856,이벤트,89
